filename,abs_filepath,emotion
Ses05F_impro03_F059,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F059.wav,Happiness
Ses05F_impro03_F058,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F058.wav,Happiness Other
Ses05F_impro03_M051,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M051.wav,Excited Neutral
Ses05F_impro03_M045,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M045.wav,Excited Happiness
Ses05F_impro03_M053,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M053.wav,Excited Happiness Neutral
Ses05F_impro03_M047,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M047.wav,Excited Happiness Neutral
Ses05F_impro03_M046,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M046.wav,Surprise Excited
Ses05F_impro03_M052,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M052.wav,Excited Happiness Neutral
Ses05F_impro03_M009,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M009.wav,Excited
Ses05F_impro03_M035,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M035.wav,Excited Neutral
Ses05F_impro03_M021,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M021.wav,Excited Happiness Neutral
Ses05F_impro03_F028,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F028.wav,Excited Happiness
Ses05F_impro03_F014,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F014.wav,Excited Happiness Neutral
Ses05F_impro03_F000,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F000.wav,Excited
Ses05F_impro03_F001,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F001.wav,Excited
Ses05F_impro03_F015,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F015.wav,Excited Happiness Neutral
Ses05F_impro03_F029,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F029.wav,Excited Happiness
Ses05F_impro03_M020,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M020.wav,Excited Neutral
Ses05F_impro03_M034,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M034.wav,Excited Happiness
Ses05F_impro03_M008,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M008.wav,Surprise Excited
Ses05F_impro03_M022,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M022.wav,Excited Happiness Neutral
Ses05F_impro03_M036,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M036.wav,Excited Happiness
Ses05F_impro03_F003,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F003.wav,Excited
Ses05F_impro03_F017,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F017.wav,Excited Happiness Neutral
Ses05F_impro03_F016,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F016.wav,Excited Happiness Neutral
Ses05F_impro03_F002,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F002.wav,Excited Happiness
Ses05F_impro03_M037,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M037.wav,Excited Happiness
Ses05F_impro03_M023,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M023.wav,Excited Happiness Neutral
Ses05F_impro03_M027,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M027.wav,Excited Neutral
Ses05F_impro03_M033,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M033.wav,Excited Happiness
Ses05F_impro03_F006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F006.wav,Excited Happiness
Ses05F_impro03_F012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F012.wav,Excited Happiness Neutral
Ses05F_impro03_F013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F013.wav,Excited Happiness Neutral
Ses05F_impro03_F007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F007.wav,Excited
Ses05F_impro03_M032,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M032.wav,Excited Happiness
Ses05F_impro03_M026,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M026.wav,Excited Happiness Neutral
Ses05F_impro03_M030,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M030.wav,Excited Happiness
Ses05F_impro03_M024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M024.wav,Excited Happiness Neutral
Ses05F_impro03_M018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M018.wav,Excited Happiness Neutral
Ses05F_impro03_F011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F011.wav,Excited Happiness
Ses05F_impro03_F005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F005.wav,Excited
Ses05F_impro03_F039,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F039.wav,Excited Happiness
Ses05F_impro03_F038,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F038.wav,Excited Happiness Neutral
Ses05F_impro03_F004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F004.wav,Excited Happiness
Ses05F_impro03_F010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F010.wav,Excited Happiness
Ses05F_impro03_M019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M019.wav,Excited Happiness Neutral
Ses05F_impro03_M025,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M025.wav,Excited Happiness Neutral
Ses05F_impro03_M031,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M031.wav,Excited Happiness
Ses05F_impro03_M028,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M028.wav,Excited Happiness Neutral
Ses05F_impro03_M014,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M014.wav,Excited Happiness Neutral
Ses05F_impro03_M000,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M000.wav,Excited Neutral
Ses05F_impro03_F009,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F009.wav,Excited Happiness
Ses05F_impro03_F035,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F035.wav,Excited Happiness
Ses05F_impro03_F021,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F021.wav,Excited Happiness Neutral
Ses05F_impro03_F020,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F020.wav,Excited
Ses05F_impro03_F034,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F034.wav,Happiness
Ses05F_impro03_F008,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F008.wav,Excited Happiness
Ses05F_impro03_M001,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M001.wav,Excited
Ses05F_impro03_M015,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M015.wav,Excited Happiness Neutral
Ses05F_impro03_M029,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M029.wav,Excited Happiness Neutral
Ses05F_impro03_M003,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M003.wav,Surprise Excited
Ses05F_impro03_M017,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M017.wav,Excited Happiness Neutral
Ses05F_impro03_F022,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F022.wav,Excited Happiness Neutral
Ses05F_impro03_F036,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F036.wav,Excited Happiness
Ses05F_impro03_F037,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F037.wav,Excited Happiness
Ses05F_impro03_F023,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F023.wav,Excited Happiness Neutral
Ses05F_impro03_M016,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M016.wav,Excited Happiness Neutral
Ses05F_impro03_M002,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M002.wav,Surprise Excited
Ses05F_impro03_M006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M006.wav,Surprise Excited
Ses05F_impro03_M012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M012.wav,Excited Happiness
Ses05F_impro03_F027,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F027.wav,Excited Happiness
Ses05F_impro03_F033,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F033.wav,Happiness
Ses05F_impro03_F032,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F032.wav,Happiness
Ses05F_impro03_F026,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F026.wav,Excited Happiness Neutral
Ses05F_impro03_M013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M013.wav,Excited Neutral
Ses05F_impro03_M007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M007.wav,Excited
Ses05F_impro03_M011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M011.wav,Excited Happiness
Ses05F_impro03_M005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M005.wav,Surprise Excited
Ses05F_impro03_M039,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M039.wav,Excited Happiness
Ses05F_impro03_F030,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F030.wav,Excited Happiness
Ses05F_impro03_F024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F024.wav,Excited Happiness Neutral
Ses05F_impro03_F018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F018.wav,Excited Happiness Neutral
Ses05F_impro03_F019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F019.wav,Excited Happiness Neutral
Ses05F_impro03_F025,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F025.wav,Excited Happiness Neutral
Ses05F_impro03_F031,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F031.wav,Happiness Neutral
Ses05F_impro03_M038,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M038.wav,Excited Happiness
Ses05F_impro03_M004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M004.wav,Surprise Excited
Ses05F_impro03_M010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M010.wav,Excited Happiness
Ses05F_impro03_M063,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M063.wav,Happiness Neutral
Ses05F_impro03_F056,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F056.wav,Happiness Neutral
Ses05F_impro03_F042,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F042.wav,Excited Happiness
Ses05F_impro03_F043,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F043.wav,Excited Happiness
Ses05F_impro03_F057,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F057.wav,Happiness
Ses05F_impro03_M062,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M062.wav,Happiness Neutral
Ses05F_impro03_M048,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M048.wav,Excited Happiness Neutral
Ses05F_impro03_M060,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M060.wav,Excited Happiness
Ses05F_impro03_F041,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F041.wav,Excited Happiness
Ses05F_impro03_F055,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F055.wav,Excited Happiness
Ses05F_impro03_F054,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F054.wav,Happiness Other
Ses05F_impro03_F040,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F040.wav,Excited Happiness
Ses05F_impro03_M061,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M061.wav,Happiness Neutral
Ses05F_impro03_M049,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M049.wav,Happiness Neutral
Ses05F_impro03_M065,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M065.wav,Excited Happiness
Ses05F_impro03_M059,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M059.wav,Excited Happiness Neutral
Ses05F_impro03_F044,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F044.wav,Excited Happiness Neutral
Ses05F_impro03_F050,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F050.wav,Excited Happiness Neutral
Ses05F_impro03_F051,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F051.wav,Excited Happiness
Ses05F_impro03_F045,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F045.wav,Excited Happiness Neutral
Ses05F_impro03_M058,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M058.wav,Happiness Neutral
Ses05F_impro03_M064,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M064.wav,Happiness Neutral
Ses05F_impro03_M066,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_M066.wav,Excited Happiness
Ses05F_impro03_F053,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session5/Ses05F_impro03/Ses05F_impro03_F053.wav,Happiness Neutral
